"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\T1Shoulder4Night5_400_20260510","N/A","就绪","只使用交互方式","2026/5/10 23:59:00","-2147020576","DESKTOP-MBKP1TH\Administrator","C:\Windows\System32\wsl.exe -e bash /mnt/c/Users/Administrator/Documents/dev/official_baselines/booster_gym_official/artifacts/autoresearch/run_night5_400_full_auto.sh","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/10","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1Shoulder4SignFixAmp2StaticDown400_20260509","N/A","就绪","只使用交互方式","2026/5/9 23:59:00","0","DESKTOP-MBKP1TH\Administrator","C:\Windows\System32\wsl.exe -e bash /mnt/c/Users/Administrator/Documents/dev/official_baselines/booster_gym_official/artifacts/autoresearch/run_signfix_amp2_staticdown400_full_auto.sh","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/9","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1Shoulder4SignFixDown80_20260509","N/A","就绪","只使用交互方式","2026/5/9 23:59:00","0","DESKTOP-MBKP1TH\Administrator","C:\Windows\System32\wsl.exe -e bash /mnt/c/Users/Administrator/Documents/dev/official_baselines/booster_gym_official/artifacts/autoresearch/run_signfix_down80_full_auto.sh","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/9","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1Shoulder4SoftLimitBalanced500","N/A","就绪","只使用交互方式","2026/5/8 23:59:00","0","DESKTOP-MBKP1TH\Administrator","C:\Users\Administrator\Documents\dev\official_baselines\booster_gym_official\artifacts\autoresearch\start_softlimit_balanced500.cmd ","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/8","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1Shoulder4SwayMin6144","N/A","就绪","只使用交互方式","2026/5/6 23:59:00","-1073741510","DESKTOP-MBKP1TH\Administrator","C:\Users\Administrator\Documents\dev\official_baselines\booster_gym_official\artifacts\autoresearch\launch_T1Shoulder4SwayMin_env6144_20260505_2359.cmd ","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/6","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1Shoulder4SwayMinScratch5000OfficialStyle","N/A","就绪","只使用交互方式","2026/5/6 23:59:00","-1073741510","DESKTOP-MBKP1TH\Administrator","C:\\Users\\Administrator\\Documents\\dev\\official_baselines\\booster_gym_official\\artifacts\\autoresearch\\launch_T1Shoulder4SwayMin_scratch5000_officialstyle_env6144_20260506_0803.cmd ","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/6","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1Shoulder4SymFix400","N/A","就绪","只使用交互方式","2026/5/9 23:59:01","0","DESKTOP-MBKP1TH\Administrator","C:\Users\Administrator\Documents\dev\official_baselines\booster_gym_official\artifacts\autoresearch\T1Shoulder4GaitPhaseSymFix_from7000LegFrozen_train400_20260509_004803_reboot_schtask.cmd ","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/9","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1Shoulder4SymFixFoot2Norm400_20260509","N/A","就绪","只使用交互方式","2026/5/9 23:59:00","0","DESKTOP-MBKP1TH\Administrator","C:\Windows\System32\wsl.exe -e bash /mnt/c/Users/Administrator/Documents/dev/official_baselines/booster_gym_official/artifacts/autoresearch/run_symfix_foot2_norm400_full_auto.sh","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/9","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1Shoulder4WaistThenNoWaist1000_20260510","N/A","就绪","只使用交互方式","2026/5/10 23:59:00","0","DESKTOP-MBKP1TH\Administrator","C:\Windows\System32\wsl.exe -e bash /mnt/c/Users/Administrator/Documents/dev/official_baselines/booster_gym_official/artifacts/autoresearch/run_waist_then_nowaist_1000_full_auto.sh","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/10","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1_OFFICIAL_BASELINE_20260502114730","N/A","已禁用","只使用交互方式","2026/5/2 23:59:00","143","DESKTOP-MBKP1TH\Administrator","wsl.exe -d Ubuntu-20.04 -- bash /mnt/c/Users/Administrator/Documents/dev/official_baselines/booster_gym_official/artifacts/autoresearch/run_official_baseline_2026-05-02-11-47-30.sh","N/A","N/A","已禁用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/2","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1_OFFICIAL_HIGH_28672_20260502121500","N/A","已禁用","只使用交互方式","2026/5/2 23:59:00","143","DESKTOP-MBKP1TH\Administrator","wsl.exe -d Ubuntu-20.04 -- bash /mnt/c/Users/Administrator/Documents/dev/official_baselines/booster_gym_official/artifacts/autoresearch/run_official_highthroughput_2026-05-02-12-15-00.sh","N/A","N/A","已禁用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/2","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1_OFFICIAL_HIGH_28672_RESTART","N/A","已禁用","只使用交互方式","2026/5/2 23:59:00","143","DESKTOP-MBKP1TH\Administrator","wsl.exe -d Ubuntu-20.04 -- bash /mnt/c/Users/Administrator/Documents/dev/official_baselines/booster_gym_official/artifacts/autoresearch/run_official_highthroughput_2026-05-02-12-15-00.sh","N/A","N/A","已禁用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/2","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1_OFFICIAL_PLUS_16384_20260503093840","N/A","已禁用","只使用交互方式","2026/5/3 9:39:39","267014","DESKTOP-MBKP1TH\Administrator","C:\Windows\System32\wsl.exe -e bash /mnt/c/Users/Administrator/Documents/dev/t1-locomotion/booster_gym/artifacts/autoresearch/run_official_plus_2026-05-03-09-38-40.sh","N/A","N/A","已禁用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/3","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1_OFFICIAL_PLUS_16384_NORESET_20260503094250","N/A","就绪","只使用交互方式","2026/5/3 23:59:00","1","DESKTOP-MBKP1TH\Administrator","C:\Windows\System32\wsl.exe -e bash /mnt/c/Users/Administrator/Documents/dev/t1-locomotion/booster_gym/artifacts/autoresearch/run_official_plus_2026-05-03-09-42-50.sh","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/3","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1_OFFICIAL_PLUS_20260503091709","N/A","已禁用","只使用交互方式","2026/5/3 9:20:20","15","DESKTOP-MBKP1TH\Administrator","C:\Windows\System32\wsl.exe -e bash /mnt/c/Users/Administrator/Documents/dev/t1-locomotion/booster_gym/artifacts/autoresearch/run_official_plus_2026-05-03-09-17-09.sh","N/A","N/A","已禁用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/3","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1_OFFICIAL_PLUS_24576_20260503093017","N/A","已禁用","只使用交互方式","2026/5/3 9:31:27","267014","DESKTOP-MBKP1TH\Administrator","C:\Windows\System32\wsl.exe -e bash /mnt/c/Users/Administrator/Documents/dev/t1-locomotion/booster_gym/artifacts/autoresearch/run_official_plus_2026-05-03-09-30-17.sh","N/A","N/A","已禁用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/3","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1_OFFICIAL_PLUS_GENTLE_20260503143205","N/A","已禁用","只使用交互方式","2026/5/3 14:33:13","267014","DESKTOP-MBKP1TH\Administrator","C:\Windows\System32\wsl.exe -e bash /mnt/c/Users/Administrator/Documents/dev/t1-locomotion/booster_gym/artifacts/autoresearch/run_official_plus_gentle_2026-05-03-14-32-05.sh","N/A","N/A","已禁用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/3","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1_OFFICIAL_POLISH_20260502222000","N/A","已禁用","只使用交互方式","2026/5/2 23:59:00","143","DESKTOP-MBKP1TH\Administrator","wsl.exe -d Ubuntu-20.04 -- bash /mnt/c/Users/Administrator/Documents/dev/t1-locomotion/booster_gym/artifacts/autoresearch/run_official_polish_2026-05-02-22-20-00.sh","N/A","N/A","已禁用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/2","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1_S0_S9_20260502081000","N/A","已禁用","只使用交互方式","2026/5/2 23:59:00","143","DESKTOP-MBKP1TH\Administrator","wsl.exe -d Ubuntu-20.04 -- bash /mnt/c/Users/Administrator/Documents/dev/t1-locomotion/booster_gym/artifacts/autoresearch/run_sequence_2026-05-02-08-10-00.sh","N/A","N/A","已禁用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","23:59:00","2026/5/2","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\T1_S0_S9_WATCHDOG","N/A","已禁用","只使用交互方式","2026/5/3 8:38:01","0","DESKTOP-MBKP1TH\Administrator","wsl.exe -d Ubuntu-20.04 -- bash /mnt/c/Users/Administrator/Documents/dev/t1-locomotion/booster_gym/artifacts/autoresearch/watchdog_sequence.sh","N/A","N/A","已禁用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性, 分钟 ","8:38:00","2026/5/2","N/A","N/A","N/A","0 小时， 10 分钟","无","已禁用","已禁用"
"DESKTOP-MBKP1TH","\TsclientProbe3","N/A","就绪","交互方式/后台方式","2026/5/1 7:50:42","0","DESKTOP-MBKP1TH\Administrator","powershell -ExecutionPolicy Bypass -File C:\Users\Administrator\Desktop\tsclient_probe.ps1","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","Administrator","已禁用","72:00:00","计划数据在此格式中不可用。","一次性","0:00:00","2026/5/1","N/A","N/A","N/A","已禁用","已禁用","已禁用","已禁用"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Agent Activation Runtime\S-1-5-21-2880168200-1570382594-791421319-1001","N/A","已禁用","只使用交互方式","1999/11/30 0:00:00","267011","Microsoft Corporation","C:\Windows\System32\AgentActivationRuntimeStarter.exe ","N/A","N/A","已禁用","已禁用","","XW","已禁用","72:00:00","计划数据在此格式中不可用。","登陆时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319","N/A","就绪","交互方式/后台方式","2026/5/11 0:57:58","0","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","SYSTEM","已禁用","02:00:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64","N/A","就绪","交互方式/后台方式","2026/5/11 0:57:58","0","N/A","COM 处理程序","N/A","N/A","已启用","已禁用","在电池模式停止, 不用电池启动","SYSTEM","已禁用","02:00:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical","N/A","已禁用","交互方式/后台方式","2025/11/18 15:53:07","0","N/A","COM 处理程序","N/A","N/A","已禁用","已禁用","","SYSTEM","已禁用","02:00:00","计划数据在此格式中不可用。","在空闲时间","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical","N/A","已禁用","交互方式/后台方式","2025/11/18 15:53:07","0","N/A","COM 处理程序","N/A","N/A","已禁用","已禁用","","SYSTEM","已禁用","02:00:00","计划数据在此格式中不可用。","在空闲时间","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","更新用户的 AD RMS 权限策略模板。如果对服务器上模板分发 Web 服务的身份验证失败，此作业不会提供凭据提示。在此情况下，将无失败提示。","已禁用","已禁用","","Everyone","已禁用","01:00:00","计划数据在此格式中不可用。","每天 ","3:00:00","2006/11/9","N/A","每 1 天","N/A","已禁用","已禁用","已禁用","已禁用"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)","N/A","已禁用","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","更新用户的 AD RMS 权限策略模板。如果对服务器上模板分发 Web 服务的身份验证失败，此作业不会提供凭据提示。在此情况下，将无失败提示。","已禁用","已禁用","","Everyone","已禁用","01:00:00","计划数据在此格式中不可用。","登陆时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","更新用户的 AD RMS 权限策略模板。如果对服务器上模板分发 Web 服务的身份验证失败，此作业将提供凭据提示。","已启用","已禁用","在电池模式停止, 不用电池启动","Everyone","已禁用","01:00:00","计划数据在此格式中不可用。","登陆时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\AppID\EDP Policy Manager","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","此任务执行配置“Windows 信息保护”所必需的步骤。","已启用","已禁用","","LOCAL SERVICE","已禁用","已禁用","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\AppID\EDP Policy Manager","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","COM 处理程序","N/A","此任务执行配置“Windows 信息保护”所必需的步骤。","已启用","已禁用","","LOCAL SERVICE","已禁用","已禁用","计划数据在此格式中不可用。","未定义的","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\AppID\PolicyConverter","N/A","就绪","交互方式/后台方式","2025/11/7 15:45:49","0","Microsoft Corporation","%windir%\system32\appidpolicyconverter.exe ","N/A","将软件限制策略从 XML 格式转换为二进制格式。","已启用","已禁用","","SYSTEM","已禁用","72:00:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DESKTOP-MBKP1TH","\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck","N/A","就绪","交互方式/后台方式","2026/5/11 7:30:20","-2147020576","Microsoft Corporation","%windir%\system32\appidcertstorecheck.exe ","N/A","检查 AppID 证书缓存中是否存在无效或吊销的证书。","已启用","仅在空闲 3 分钟后启动, 如果没空闲，重试 1380 分钟 如果空闲结束，停止任务","在电池模式停止, 不用电池启动","LOCAL SERVICE","已禁用","72:00:00","计划数据在此格式中不可用。","系统启动时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"主机名","任务名","下次运行时间","模式","登录状态","上次运行时间","上次结果","创建者","要运行的任务","起始于","注释","计划任务状态","空闲时间","电源管理","作为用户运行","删除没有计划的任务","如果运行了 X 小时 X 分钟，停止任务","计划","计划类型","开始时间","开始日期","结束日期","天","月","重复: 每","重复: 截止: 时间","重复: 截止: 持续时间","重复: 如果还在运行，停止"
"DESKTOP-MBKP1TH","\Microsoft\Windows\Application Experience\MareBackup","N/A","就绪","交互方式/后台方式","1999/11/30 0:00:00","267011","Microsoft Corporation","多项操作","多项操作","收集应用备份方案的 Win32 应用程序数据","已启用","已禁用","在电池模式停止, 不用电池启动","SYSTEM","已禁用","72:00:00","计划数据在此格式中不可用。","仅在请求时","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
